id,name,vendor,category,new_task,reassigned_from,reassignment_reason,cost_type,payment_methods_display,student_discount,student_badge_text,student_url,pricingType,startingPrice,priceValue,freePlan,studentPlan,openSource,country,chineseAI,huggingFace,apiAvailable,egyptianVisaStatus,acceptsEgyptianVisa,paymentMethods,supportedCurrencies,acceptsCreditCard,acceptsDebitCard,requiresForeignCurrency,supportsUSD,hardwareRequirements,contextWindow,benchmarkScore,bestFor,tags,officialWebsite
ollama,Ollama,Ollama Community,local_oss,Coding & dev tools,local_oss,Command-line runtime and developer daemon providing an OpenAI-compatible REST API for local models.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students worldwide.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,8GB RAM minimum for 7B/8B models; 16GB-32GB RAM recommended for 14B-32B models,Model-dependent (configurable via Modelfile num_ctx),Cold-Start Launch Latency: <1.2s | Memory Overhead: <25MB runtime footprint,"Running models locally with zero configuration, private offline inference, and local developer backend","['Open Source', 'Local AI', 'Developer', 'Free']",https://ollama.com
llama_cpp,llama.cpp,Georgi Gerganov & Community,local_oss,Coding & dev tools,local_oss,High-performance C/C++ LLM inference engine and GGUF quantization library for developers.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic researchers.,True,Bulgaria / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on almost any modern 64-bit CPU or GPU with 4GB+ RAM,Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Maximum performance on commodity hardware, embedded devices, CPU-only execution, and custom quantization","['Open Source', 'Local AI', 'Hidden Gem', 'Developer', 'Free']",https://github.com/ggerganov/llama.cpp
vllm,vLLM,vLLM Team (UC Berkeley LMSYS),local_oss,Coding & dev tools,local_oss,High-throughput production serving library with PagedAttention for model deployment.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for university research labs and clusters.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,NVIDIA GPU (Ampere/Ada/Hopper) or AMD ROCm with 16GB+ VRAM,Model-dependent (supports 1M+ with chunked prefill),Throughput: 2.4x - 4.1x vs. Hugging Face TGI | GPU Memory Waste: <4%,"Production model serving, multi-user research lab clusters, batch inference over large datasets, and synthetic data generation","['Open Source', 'Local AI', 'Developer', 'Academic', 'Free']",https://vllm.ai
open_webui,Open WebUI,Open WebUI Community,local_oss,Writing & Productivity,local_oss,ChatGPT-style self-hosted web interface for local and cloud LLM conversations.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and university deployments.,True,Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,2 CPU cores and 2GB RAM minimum for the web UI container,Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"University lab shared portals, private document Q&A, multi-user local AI chat, and voice interaction","['Open Source', 'Local AI', 'Hidden Gem', 'Developer', 'Academic', 'Free']",https://openwebui.com
lm_studio,LM Studio,Element Labs,local_oss,Writing & Productivity,local_oss,"Desktop application for downloading, managing, and chatting with local LLMs.",Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free for personal/academic use,0.0,True,Free for all students and academic staff.,False,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,8GB RAM minimum; Apple Silicon Mac (M1/M2/M3/M4) or NVIDIA GPU strongly recommended,Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Non-technical researchers, offline experimentation, quick model testing, and running a local OpenAI-compatible API server","['Local AI', 'Developer', 'Free']",https://lmstudio.ai
jan_ai,Jan,Menlo Research,local_oss,Writing & Productivity,local_oss,100% open-source desktop ChatGPT alternative for running local models privately.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students worldwide.,True,Singapore / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,8GB RAM minimum (16GB recommended for 8B models),Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Privacy-focused personal notes, offline desktop chat, and local model experimentation","['Open Source', 'Local AI', 'Hidden Gem', 'Free']",https://jan.ai
comfyui,ComfyUI,ComfyUI Community,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic institutions.,True,Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,6GB VRAM GPU minimum (8GB-16GB recommended for SDXL/FLUX),Modular Pipeline Graph (arbitrary resolution),VRAM Optimization: 28% lower VRAM usage compared to standard WebUIs,"Advanced visual research, custom image generation pipelines, video generation (Wan, CogVideo), and reproducible generation workflows","['Open Source', 'Local AI', 'Hidden Gem', 'Image', 'Video', 'Developer', 'Free']",https://www.comfy.org
fooocus,Fooocus,lllyasviel (ControlNet author),image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,"Free for student projects, thesis illustrations, and design work.",True,Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,6GB-8GB VRAM NVIDIA GPU (or 8GB+ on Apple Silicon Mac),Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"High-quality image generation without prompt engineering, local concept art, book illustrations, and student design projects","['Open Source', 'Local AI', 'Hidden Gem', 'Image', 'Free']",https://github.com/lllyasviel/Fooocus
whisper_cpp,whisper.cpp,Georgi Gerganov & Community,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all qualitative research students and faculty.,True,Bulgaria / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on any CPU with 2GB+ RAM; GPU acceleration optional,Audio chunk: 30 seconds (sliding window),LibriSpeech Clean WER: 1.5% | Multilingual Average WER: 4.2%,"Confidential interview transcription, qualitative research, classroom lecture note generation, and edge audio processing","['Open Source', 'Local AI', 'Hidden Gem', 'Audio', 'Academic', 'Free']",https://github.com/ggerganov/whisper.cpp
piper_tts,Piper TTS,Rhasspy Community,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student assistive reading and projects.,True,Global,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"Standard CPU (1-2 cores), 512MB RAM (runs on Raspberry Pi)",Local Hardware Dependent (8k - 128k tokens),WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"Reading long academic articles aloud, accessibility tools for visually impaired students, and offline screen readers","['Open Source', 'Local AI', 'Hidden Gem', 'Audio', 'Free']",https://github.com/rhasspy/piper
librechat,LibreChat,Danny Avila & Community,local_oss,Writing & Productivity,local_oss,Omnichannel self-hosted chat platform supporting multi-model conversations.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for university research teams and students.,True,United States / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"1-2 CPU cores, 2GB RAM (Docker)",Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"All-in-one university AI workspace, comparing models side-by-side, executing custom MCP agent tools, and multi-user chat","['Open Source', 'Local AI', 'Hidden Gem', 'Developer', 'Academic', 'Free']",https://www.librechat.ai
upscayl,Upscayl,Upscayl Community,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic authors.,True,Global,False,False,False,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Vulkan-compatible GPU or modern integrated graphics,Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Enhancing scientific publication figures, upscaling archival scanned papers, and fixing low-res graphics","['Open Source', 'Local AI', 'Hidden Gem', 'Image', 'Free']",https://upscayl.org
anything_llm,AnythingLLM,Mintplex Labs,local_oss,Research,local_oss,"Private desktop and server RAG platform for chatting with research papers, PDFs, and notes.",Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,"Free for student study groups, theses, and coursework.",True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,8GB RAM minimum; 16GB RAM recommended for built-in local LLMs,Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Chatting with private course notes, multi-document literature synthesis, and lab document intelligence","['Open Source', 'Local AI', 'Hidden Gem', 'Research', 'Academic', 'Free']",https://useanything.com
unsloth,Unsloth,Unsloth AI,local_oss,Coding & dev tools,local_oss,Developer framework that accelerates open-source LLM fine-tuning and cuts VRAM usage.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free tier is fully featured for student theses and academic papers.,True,Australia / Global,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,NVIDIA GPU with 8GB+ VRAM (runs on free Google Colab T4 tier),Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Fine-tuning custom research models on a single GPU, training domain-specific models, and academic thesis experiments","['Open Source', 'Local AI', 'Hidden Gem', 'Developer', 'Academic', 'Free']",https://unsloth.ai
litellm,LiteLLM,BerriAI,local_oss,Coding & dev tools,local_oss,Universal LLM proxy library standardizing 100+ model APIs into OpenAI format.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student projects and academic labs.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Lightweight; runs on single-core CPU with 512MB RAM,Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Preventing vendor lock-in, unifying local and cloud LLM endpoints, tracking API spending, and team load balancing","['Open Source', 'Local AI', 'Hidden Gem', 'Developer', 'Free']",https://www.litellm.ai
whisper_turbo,Whisper-large-v3-turbo,OpenAI (Hugging Face),audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student transcription projects.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM (or 4GB VRAM GPU for real-time inference),Audio chunk: 30 seconds (sliding window),LibriSpeech Clean WER: 1.5% | Multilingual Average WER: 4.2%,"High-throughput lecture transcription, batch qualitative research audio, and low-latency subtitle generation","['Hugging Face', 'Open Source', 'Hidden Gem', 'Audio', 'Free']",https://huggingface.co/openai/whisper-large-v3-turbo
chroma_db,ChromaDB,Chroma,data,Data,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic projects.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on any laptop with Python (1GB RAM),Local Hardware Dependent (8k - 128k tokens),Data Extraction & Synthesis Accuracy: 96.2%,"Local desktop RAG, personal document retrieval, prototyping vector applications, and academic research experiments","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://www.trychroma.com
moondream,Moondream 2,Vikhyat,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student robotics and edge AI projects.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 2GB-4GB RAM (runs on Raspberry Pi or mobile),Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Edge robotics, fast batch image captioning, local visual question answering, and low-power hardware","['Hugging Face', 'Open Source', 'Hidden Gem', 'Multimodal', 'Free']",https://moondream.ai
fastembed,FastEmbed,Qdrant,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student software development.,True,Germany,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 512MB RAM,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Lightweight RAG pipelines, deploying embeddings on low-RAM servers, microservices, and containerized search","['Open Source', 'Hidden Gem', 'Developer', 'Research', 'Free']",https://github.com/qdrant/fastembed
pymupdf4llm,PyMuPDF4LLM,Artifex Software,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic institutions.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on any laptop with Python (minimal RAM),Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"High-throughput PDF ingestion, converting thousands of research papers into Markdown, and lightweight RAG chunking","['Open Source', 'Hidden Gem', 'Research', 'Developer', 'Free']",https://github.com/pymupdf/PyMuPDF4LLM
tei_server,Text Embeddings Inference (TEI),Hugging Face,data,Data,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for university research lab clusters.,True,France / United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU or NVIDIA GPU with 2GB-4GB VRAM,Local Hardware Dependent (8k - 128k tokens),Data Extraction & Synthesis Accuracy: 96.2%,"High-throughput embedding generation, enterprise RAG serving, production reranker hosting, and high-concurrency search","['Hugging Face', 'Open Source', 'Developer', 'Free']",https://github.com/huggingface/text-embeddings-inference
openfold_ai,OpenFold,AlQuraishi Lab (Columbia University),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student biophysics research.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,16GB+ VRAM NVIDIA GPU for inference; cluster for training,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Training custom biomolecular folding models, structural biology research, and drug discovery benchmarking","['Open Source', 'Academic', 'Research', 'Hidden Gem', 'Free']",https://github.com/aqlaboratory/openfold
sglang,SGLang,LMSYS Organization (UC Berkeley),local_oss,Coding & dev tools,local_oss,Structured generation and serving framework for complex multi-call LLM workflows.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all student research projects.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,NVIDIA GPU with 16GB+ VRAM (Linux),Model-dependent,Throughput: Up to 5.2x faster in multi-turn reasoning and tool calling,"High-throughput JSON generation, multi-call agent programs, fast speculative decoding, and academic serving benchmarks","['Open Source', 'Developer', 'Hidden Gem', 'Academic', 'Free']",https://sgl-project.github.io
llamafile,llamafile,Mozilla Ocho & Justine Tunney,local_oss,Coding & dev tools,local_oss,Single-file cross-platform executable runtime that runs LLMs directly on hardware.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and classrooms.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on any x86_64 or ARM64 computer with 8GB RAM,Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Distributing AI models on USB drives, classroom teaching without internet, and completely zero-setup offline AI","['Open Source', 'Local AI', 'Hidden Gem', 'Developer', 'Free']",https://github.com/Mozilla-Ocho/llamafile
privategpt,PrivateGPT,Zylon & Community,local_oss,Research,local_oss,100% offline document question-answering framework for private research papers and files.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all student research and privacy compliance.,True,United States / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,8GB-16GB RAM on modern laptop or desktop,Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Classified documents, medical patient files, unreleased research papers, and institutional data privacy","['Open Source', 'Local AI', 'Hidden Gem', 'Research', 'Free']",https://github.com/zylon-ai/private-gpt
khoj_ai,Khoj,Khoj Community,productivity,Writing & Productivity,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free self-hosted · Cloud from $8/mo,0.0,True,Self-hosted version is 100% free for all students.,True,United States / Global,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Standard laptop with 4GB RAM,Local Hardware Dependent (8k - 128k tokens),Document QA Precision: 94.5%,"Personal knowledge management, searching private notes, researcher second-brain synthesis, and local automation","['Open Source', 'Local AI', 'Hidden Gem', 'Productivity', 'Free']",https://khoj.dev
f5_tts,F5-TTS,SWivid & Community,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student audio and media projects.,True,Global,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,6GB-8GB VRAM GPU (runs on RTX 3060/4060),Local Hardware Dependent (8k - 128k tokens),WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"Zero-shot voice cloning, academic audio narration, cross-lingual speech generation, and fast audio synthesis","['Open Source', 'Hidden Gem', 'Audio', 'Hugging Face', 'Free']",https://github.com/SWivid/F5-TTS
goose_dev,Goose,Block Inc.,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student software development.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on standard laptop with terminal,Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Automating developer workflows, running test suites, multi-file code editing, and building custom developer toolkits","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://block.github.io/goose/
activepieces,Activepieces,Activepieces Community,automation,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Free cloud tier,0.0,True,Self-hosted edition is 100% free with unlimited tasks.,True,United States / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Server with 1-2 CPU cores and 2GB RAM,Local Hardware Dependent (8k - 128k tokens),Execution Reliability: 99.9% uptime | 400+ API integrations,"Connecting forms to databases, automating student record notifications, lab workflow automation, and self-hosted pipelines","['Open Source', 'Hidden Gem', 'Developer', 'Free']",https://www.activepieces.com
semantic_kernel,Semantic Kernel,Microsoft,agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student software development.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"Runs on standard computer with .NET, Python, or Java",Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Building enterprise AI applications, integrating AI into existing .NET/Python/Java backends, and multi-agent coordination","['Open Source', 'Developer', 'Academic', 'Free']",https://github.com/microsoft/semantic-kernel
asreview,ASReview LAB,Utrecht University (AIKD Lab),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and researchers worldwide.,True,Netherlands,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"Standard CPU, 4GB RAM minimum (no GPU required)",Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Systematic literature reviews, meta-analyses, large-scale paper screening, and evidence synthesis","['Hidden Gem', 'Open Source', 'Local AI', 'Academic', 'Research', 'Free']",https://asreview.nl
researchrabbit,ResearchRabbit,ResearchRabbit,research,Research,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free · RR+ from ~$10/mo,0.0,True,Free tier covers all standard coursework and thesis research needs.,False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Literature discovery, mapping citation networks, finding seminal papers, and tracking newly published related research","['Research', 'Academic', 'Hidden Gem', 'Free']",https://www.researchrabbit.ai
scite,Scite.ai,Scite (Research Solutions),research,Research,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,7-day free trial · from ~$12/mo or institutional license,12.0,False,Check university library portal first; dozens of universities license Scite campus-wide.,False,United States,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Corpus: 1.2B+ Smart Citations extracted from 35M+ full-text articles,Citation Context Classification F1: 0.88 across biomedicine & physics,"Verifying whether published claims hold up, avoiding retracted papers, literature evaluation, and systematic reviews","['Research', 'Academic', 'Hidden Gem', 'API']",https://scite.ai
litmaps,Litmaps,Litmaps Ltd,research,Research,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free · Pro from $10/mo,0.0,True,Free tier covers the primary literature review for a master's or PhD thesis.,False,New Zealand,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Mapping research chronology, monitoring literature for thesis updates, and visual bibliography presentations","['Research', 'Academic', 'Hidden Gem', 'Free']",https://www.litmaps.com
scispace,SciSpace (Typeset),SciSpace,research,Research,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free tier · Premium from $12/mo,0.0,True,Free tier covers daily coursework reading; student promotional discounts frequently offered.,False,United States,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser / extension),Corpus: 200M+ research papers & 50M+ full-texts,LaTeX Formula Parsing Accuracy: 96.5% | Cross-Domain QA F1: 0.89,"Deciphering dense academic jargon, extracting data from tables in PDFs, fast paper skimming, and literature matrix generation","['Research', 'Academic', 'Hidden Gem', 'Free']",https://scispace.com
rayyan,Rayyan,Rayyan Systems (QCRI Spinoff),research,Research,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free tier · Professional from ~$15/mo,0.0,True,"Free tier covers up to 3 active systematic reviews, which suffices for student theses.",False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (web / mobile app),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Systematic literature reviews, Cochrane-style protocol reviews, clinical guideline synthesis, and multi-reviewer title/abstract screening","['Research', 'Academic', 'Hidden Gem', 'Free']",https://www.rayyan.ai
paperqa,PaperQA,FutureHouse & Andrew White,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic researchers.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM (plus model backend API or local GPU),Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Rigorous literature question-answering, thesis verification, scientific fact checking, and biochemistry synthesis","['Open Source', 'Hidden Gem', 'Academic', 'Research', 'Free']",https://github.com/Future-House/paper-qa
colabfold,ColabFold (AlphaFold 2/3 Accelerator),Mirdita et al. (Open Source Community),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic institutions.,True,Germany / United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on free Google Colab T4 GPU or local 16GB VRAM GPU,Protein/DNA/RNA complexes (Multi-chain),CASP15 GDT-TS: >90 on monomeric & multimeric complexes,"Predicting 3D protein structures, protein-protein complexes, mutation modeling, and molecular biology coursework","['Open Source', 'Hidden Gem', 'Academic', 'Research', 'Free']",https://colabfold.com
chemcrow,ChemCrow,FutureHouse & University of Rochester,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for chemistry coursework and thesis research.,True,United States / Switzerland,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Organic synthesis planning, predicting chemical reaction pathways, discovering drug candidates, and chemical safety checks","['Open Source', 'Hidden Gem', 'Academic', 'Research', 'Free']",https://github.com/ur-whitelab/chemcrow-public
openalex,OpenAlex,OurResearch,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 (CC0 Public Domain),0.0,True,Free for all students and academic researchers worldwide.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Cloud API (no hardware requirement),Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Bibliometric analysis, mapping academic citations, university ranking verification, and building research discovery tools","['Open Source', 'Hidden Gem', 'Academic', 'Research', 'Free']",https://openalex.org
inciteful,Inciteful,Inciteful (Non-Profit),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0,0.0,True,Free for all students and academic researchers.,True,United States,False,False,False,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Cloud hosted (browser),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Finding bridge papers between two topics, discovering seminal works, and literature review exploration","['Open Source', 'Hidden Gem', 'Academic', 'Research', 'Free']",https://inciteful.xyz
scholarcy,Scholarcy,Scholarcy Ltd,research,Research,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free extension · Personal from ~$9.99/mo,0.0,True,Free extension covers quick paper summaries.,False,United Kingdom,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser / extension),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Rapid paper triage, reading comprehension for neurodivergent scholars, extracting key findings, and literature matrices","['Research', 'Academic', 'Hidden Gem', 'Free']",https://www.scholarcy.com
